SubjectID,Wave,Time,Trap,Boundary,Scaffold,Iterative,Sovereignty,Defense,Construction,TII_Total,General_CT,AI_Use_Frequency_Raw,AI_Use_Frequency_Rate,Academic_Self_Efficacy,Prior_AI_Experience,Discipline,Institutional_AI_Policy
171,3,3,17,14,11,19,14,31,30,75,69,20,40.0,16,0,Humanities,0
171,4,4,17,14,14,27,17,31,41,89,69,23,46.0,19,0,Humanities,0
172,1,1,21,5,17,10,13,26,27,66,62,23,46.0,20,0,Arts,1
172,2,2,24,6,22,13,15,30,35,80,60,27,54.0,20,0,Arts,1
172,3,3,22,6,28,19,13,28,47,88,65,35,70.0,20,0,Arts,1
172,4,4,18,4,28,20,11,22,48,81,60,40,80.0,19,0,Arts,1
173,1,1,14,17,10,19,13,31,29,73,59,8,16.0,19,1,STEM,1
173,2,2,12,15,9,19,14,27,28,69,52,10,20.0,19,1,STEM,1
173,3,3,13,17,9,18,16,30,27,73,59,6,12.0,19,1,STEM,1
173,4,4,13,17,8,17,18,30,25,73,60,8,16.0,22,1,STEM,1
174,1,1,18,7,7,10,13,25,17,55,55,12,24.0,16,0,STEM,0
174,2,2,25,9,13,18,11,34,31,76,65,24,48.0,15,0,STEM,0
174,3,3,28,11,9,12,13,39,21,73,74,29,58.0,12,0,STEM,0
174,4,4,28,14,9,12,11,42,21,74,70,34,68.0,14,0,STEM,0
175,1,1,26,8,16,22,20,34,38,92,59,19,38.0,14,1,Humanities,1
175,2,2,28,11,15,20,22,39,35,96,65,25,50.0,13,1,Humanities,1
175,3,3,28,11,19,25,19,39,44,102,64,26,52.0,14,1,Humanities,1
175,4,4,28,14,17,23,20,42,40,102,71,22,44.0,15,1,Humanities,1
176,1,1,12,19,12,12,15,31,24,70,63,19,38.0,11,0,Humanities,0
176,2,2,14,24,16,16,14,38,32,84,54,20,40.0,13,0,Humanities,0
176,3,3,12,19,15,15,14,31,30,75,54,22,44.0,14,0,Humanities,0
176,4,4,12,21,18,17,13,33,35,81,55,24,48.0,13,0,Humanities,0
177,1,1,16,9,8,15,20,25,23,68,73,13,26.0,26,0,Humanities,1
177,2,2,19,10,9,15,22,29,24,75,76,18,36.0,20,0,Humanities,1
177,3,3,22,13,9,16,18,35,25,78,80,13,26.0,21,0,Humanities,1
177,4,4,23,13,9,17,21,36,26,83,79,20,40.0,20,0,Humanities,1
178,1,1,6,26,15,13,18,32,28,78,52,18,36.0,11,1,STEM,1
178,2,2,8,28,16,15,19,36,31,86,59,21,42.0,10,1,STEM,1
178,3,3,8,28,16,15,20,36,31,87,65,17,34.0,8,1,STEM,1
178,4,4,7,28,17,16,21,35,33,89,66,24,48.0,11,1,STEM,1
179,1,1,14,17,11,22,22,31,33,86,69,23,46.0,21,1,Humanities,0
179,2,2,16,20,12,23,18,36,35,89,71,28,56.0,23,1,Humanities,0
179,3,3,17,22,12,24,20,39,36,95,73,35,70.0,21,1,Humanities,0
179,4,4,19,23,12,22,21,42,34,97,81,41,82.0,27,1,Humanities,0
180,1,1,26,13,14,17,14,39,31,84,74,18,36.0,21,0,STEM,0
180,2,2,28,15,16,19,11,43,35,89,67,24,48.0,24,0,STEM,0
180,3,3,28,18,22,27,14,46,49,109,76,24,48.0,23,0,STEM,0
180,4,4,28,22,19,23,14,50,42,106,80,31,62.0,23,0,STEM,0
181,1,1,11,21,11,23,16,32,34,82,58,1,2.0,17,0,Arts,1
181,2,2,12,21,9,19,17,33,28,78,52,5,10.0,14,0,Arts,1
181,3,3,13,24,9,19,17,37,28,82,55,16,32.0,17,0,Arts,1
181,4,4,13,24,11,22,16,37,33,86,52,22,44.0,18,0,Arts,1
182,1,1,11,16,19,10,14,27,29,70,59,6,12.0,8,0,Arts,0
182,2,2,10,15,18,9,13,25,27,65,55,9,18.0,9,0,Arts,0
182,3,3,11,16,17,9,14,27,26,67,66,14,28.0,8,0,Arts,0
182,4,4,12,17,21,10,13,29,31,73,66,19,38.0,8,0,Arts,0
183,1,1,13,13,18,12,12,26,30,68,66,19,38.0,18,0,STEM,1
183,2,2,12,13,18,12,16,25,30,71,73,15,30.0,17,0,STEM,1
183,3,3,14,14,24,16,9,28,40,77,75,23,46.0,17,0,STEM,1
183,4,4,11,11,28,20,14,22,48,84,78,23,46.0,21,0,STEM,1
184,1,1,17,11,16,22,19,28,38,85,60,23,46.0,18,1,STEM,0
184,2,2,23,14,14,20,16,37,34,87,59,26,52.0,18,1,STEM,0
184,3,3,22,14,17,25,19,36,42,97,58,30,60.0,18,1,STEM,0
184,4,4,24,15,17,24,16,39,41,96,71,38,76.0,19,1,STEM,0
185,1,1,9,21,23,7,13,30,30,73,52,5,10.0,13,1,Humanities,1
185,2,2,10,21,28,9,12,31,37,80,62,2,4.0,14,1,Humanities,1
185,3,3,10,23,26,8,10,33,34,77,76,9,18.0,14,1,Humanities,1
185,4,4,11,24,28,13,15,35,41,91,74,5,10.0,15,1,Humanities,1
186,1,1,15,20,10,16,17,35,26,78,65,21,42.0,17,0,Humanities,1
186,2,2,12,15,14,20,19,27,34,80,69,22,44.0,17,0,Humanities,1
186,3,3,16,20,13,20,17,36,33,86,69,32,64.0,15,0,Humanities,1
186,4,4,13,17,17,24,22,30,41,93,71,31,62.0,15,0,Humanities,1
187,1,1,8,23,13,16,14,31,29,74,68,18,36.0,24,0,Arts,1
187,2,2,9,25,17,20,14,34,37,85,68,19,38.0,24,0,Arts,1
187,3,3,8,24,20,22,15,32,42,89,70,22,44.0,25,0,Arts,1
187,4,4,8,24,23,27,16,32,50,98,76,21,42.0,19,0,Arts,1
188,1,1,23,9,11,18,16,32,29,77,65,38,76.0,20,0,Humanities,0
188,2,2,20,9,12,19,14,29,31,74,60,31,62.0,22,0,Humanities,0
188,3,3,25,11,17,28,15,36,45,96,64,45,90.0,22,0,Humanities,0
188,4,4,22,9,16,27,19,31,43,93,63,48,96.0,21,0,Humanities,0
189,1,1,13,14,10,20,16,27,30,73,58,20,40.0,11,0,Humanities,1
189,2,2,16,17,11,22,15,33,33,81,57,22,44.0,14,0,Humanities,1
189,3,3,18,19,12,26,18,37,38,93,65,29,58.0,12,0,Humanities,1
189,4,4,21,22,11,23,17,43,34,94,65,34,68.0,17,0,Humanities,1
190,1,1,11,15,9,22,15,26,31,72,76,25,50.0,11,1,Humanities,0
190,2,2,10,15,8,17,16,25,25,66,73,30,60.0,10,1,Humanities,0
190,3,3,12,16,9,20,14,28,29,71,74,37,74.0,10,1,Humanities,0
190,4,4,11,16,10,24,17,27,34,78,75,49,98.0,11,1,Humanities,0
191,1,1,17,9,19,6,17,26,25,68,87,18,36.0,13,0,STEM,0
191,2,2,20,11,25,8,17,31,33,81,84,22,44.0,15,0,STEM,0
191,3,3,22,11,28,12,19,33,40,92,87,24,48.0,18,0,STEM,0
191,4,4,20,11,28,15,17,31,43,91,84,25,50.0,17,0,STEM,0
192,1,1,15,17,17,16,15,32,33,80,70,10,20.0,15,1,STEM,0
192,2,2,16,19,16,14,12,35,30,77,78,18,36.0,17,1,STEM,0
192,3,3,18,21,16,14,14,39,30,83,76,12,24.0,18,1,STEM,0
192,4,4,23,26,13,12,13,49,25,87,74,22,44.0,19,1,STEM,0
193,1,1,20,12,10,15,17,32,25,74,62,27,54.0,20,0,Arts,1
193,2,2,19,10,14,21,19,29,35,83,65,34,68.0,23,0,Arts,1
193,3,3,26,14,13,21,19,40,34,93,80,44,88.0,20,0,Arts,1
193,4,4,25,14,19,28,21,39,47,107,69,50,100.0,21,0,Arts,1
194,1,1,10,17,11,16,10,27,27,64,51,22,44.0,18,0,Humanities,1
194,2,2,10,18,11,16,9,28,27,64,60,28,56.0,15,0,Humanities,1
194,3,3,8,14,13,19,12,22,32,66,67,26,52.0,18,0,Humanities,1
194,4,4,9,16,13,19,14,25,32,71,64,25,50.0,19,0,Humanities,1
195,1,1,12,17,12,12,14,29,24,67,55,24,48.0,19,1,Arts,0
195,2,2,14,20,15,17,16,34,32,82,63,23,46.0,22,1,Arts,0
195,3,3,14,20,18,19,19,34,37,90,62,26,52.0,18,1,Arts,0
195,4,4,16,21,20,22,18,37,42,97,67,20,40.0,19,1,Arts,0
196,1,1,18,17,19,10,22,35,29,86,70,38,76.0,26,0,Humanities,1
196,2,2,16,14,17,8,20,30,25,75,69,35,70.0,26,0,Humanities,1
196,3,3,18,17,20,10,24,35,30,89,68,37,74.0,26,0,Humanities,1
196,4,4,19,18,25,12,24,37,37,98,70,46,92.0,22,0,Humanities,1
197,1,1,18,9,7,17,12,27,24,63,68,14,28.0,21,1,Arts,0
197,2,2,18,9,9,23,12,27,32,71,77,14,28.0,23,1,Arts,0
197,3,3,15,8,10,26,12,23,36,71,70,14,28.0,19,1,Arts,0
197,4,4,16,8,9,21,10,24,30,64,70,24,48.0,23,1,Arts,0
198,1,1,18,13,6,11,11,31,17,59,80,33,66.0,18,0,Humanities,1
198,2,2,18,14,9,14,16,32,23,71,84,27,54.0,17,0,Humanities,1
198,3,3,18,13,9,16,13,31,25,69,82,33,66.0,16,0,Humanities,1
198,4,4,20,14,7,11,11,34,18,63,75,31,62.0,16,0,Humanities,1
199,1,1,10,20,15,18,17,30,33,80,75,20,40.0,16,0,Humanities,1
199,2,2,12,24,18,21,17,36,39,92,73,23,46.0,17,0,Humanities,1
199,3,3,10,22,20,22,16,32,42,90,69,18,36.0,19,0,Humanities,1
199,4,4,8,18,21,25,16,26,46,88,74,25,50.0,18,0,Humanities,1
200,1,1,13,9,17,10,16,22,27,65,48,28,56.0,13,0,STEM,1
200,2,2,15,11,22,13,14,26,35,75,54,28,56.0,15,0,STEM,1
200,3,3,15,11,21,13,15,26,34,75,58,33,66.0,15,0,STEM,1
200,4,4,16,11,20,11,17,27,31,75,53,35,70.0,16,0,STEM,1
201,1,1,10,21,6,18,17,31,24,72,73,23,46.0,24,0,Humanities,0
201,2,2,12,24,6,20,15,36,26,77,74,26,52.0,21,0,Humanities,0
201,3,3,14,27,8,25,18,41,33,92,78,29,58.0,24,0,Humanities,0
201,4,4,14,27,9,28,17,41,37,95,71,28,56.0,22,0,Humanities,0
202,1,1,12,16,12,9,18,28,21,67,61,26,52.0,15,1,Arts,0
202,2,2,17,21,10,7,16,38,17,71,53,25,50.0,15,1,Arts,0
202,3,3,15,20,13,9,20,35,22,77,63,29,58.0,16,1,Arts,0
202,4,4,18,24,16,12,18,42,28,88,59,33,66.0,18,1,Arts,0
203,1,1,17,15,28,7,16,32,35,83,69,17,34.0,19,0,STEM,0
203,2,2,17,16,28,12,16,33,40,89,59,24,48.0,16,0,STEM,0
203,3,3,18,16,28,17,18,34,45,97,61,28,56.0,18,0,STEM,0
203,4,4,20,18,28,16,21,38,44,103,64,29,58.0,17,0,STEM,0
204,1,1,9,19,16,10,18,28,26,72,68,28,56.0,19,0,STEM,1
204,2,2,11,25,20,12,16,36,32,84,61,25,50.0,17,0,STEM,1
204,3,3,10,23,20,12,17,33,32,82,70,37,74.0,18,0,STEM,1
204,4,4,11,23,23,14,19,34,37,90,71,46,92.0,20,0,STEM,1
205,1,1,17,8,15,16,15,25,31,71,86,12,24.0,17,1,Humanities,1
205,2,2,17,8,16,16,15,25,32,72,81,13,26.0,15,1,Humanities,1
205,3,3,19,8,22,23,13,27,45,85,74,17,34.0,13,1,Humanities,1
205,4,4,17,8,23,24,15,25,47,87,83,15,30.0,21,1,Humanities,1
206,1,1,9,22,5,16,16,31,21,68,92,27,54.0,11,0,STEM,1
206,2,2,8,21,6,18,14,29,24,67,88,32,64.0,11,0,STEM,1
206,3,3,8,19,7,22,15,27,29,71,92,34,68.0,15,0,STEM,1
206,4,4,6,17,7,20,13,23,27,63,92,32,64.0,12,0,STEM,1
207,1,1,17,11,6,21,18,28,27,73,76,13,26.0,19,1,STEM,1
207,2,2,21,13,7,24,16,34,31,81,69,21,42.0,19,1,STEM,1
207,3,3,21,13,7,24,17,34,31,82,75,21,42.0,17,1,STEM,1
207,4,4,24,15,7,24,14,39,31,84,78,27,54.0,20,1,STEM,1
208,1,1,18,14,17,14,19,32,31,82,64,20,40.0,22,0,Arts,1
208,2,2,18,13,20,16,22,31,36,89,69,21,42.0,18,0,Arts,1
208,3,3,21,16,17,14,24,37,31,92,71,27,54.0,18,0,Arts,1
208,4,4,18,13,19,15,20,31,34,85,65,24,48.0,17,0,Arts,1
209,1,1,16,19,5,20,16,35,25,76,72,18,36.0,20,0,Humanities,1
209,2,2,16,18,4,16,17,34,20,71,71,27,54.0,21,0,Humanities,1
209,3,3,17,20,6,24,16,37,30,83,80,29,58.0,21,0,Humanities,1
209,4,4,17,20,7,24,18,37,31,86,78,30,60.0,18,0,Humanities,1
210,1,1,18,18,19,20,13,36,39,88,58,31,62.0,16,0,Humanities,1
210,2,2,19,18,18,18,15,37,36,88,77,33,66.0,15,0,Humanities,1
210,3,3,19,19,20,21,11,38,41,90,75,42,84.0,16,0,Humanities,1
210,4,4,17,17,19,20,15,34,39,88,78,44,88.0,15,0,Humanities,1
211,1,1,15,13,10,18,18,28,28,74,65,21,42.0,22,1,STEM,1
211,2,2,19,16,10,20,19,35,30,84,66,22,44.0,21,1,STEM,1
211,3,3,20,17,14,26,19,37,40,96,63,26,52.0,22,1,STEM,1
211,4,4,19,16,12,22,19,35,34,88,67,36,72.0,22,1,STEM,1
212,1,1,22,10,15,11,15,32,26,73,76,24,48.0,17,0,Humanities,1
212,2,2,25,11,19,14,13,36,33,82,82,27,54.0,15,0,Humanities,1
212,3,3,25,12,20,15,16,37,35,88,86,27,54.0,13,0,Humanities,1
212,4,4,23,11,24,17,13,34,41,88,81,25,50.0,12,0,Humanities,1
213,1,1,25,9,21,13,6,34,34,74,69,18,36.0,27,0,Humanities,1
213,2,2,25,10,24,16,8,35,40,83,67,20,40.0,23,0,Humanities,1
213,3,3,25,10,24,15,8,35,39,82,71,26,52.0,23,0,Humanities,1
213,4,4,27,11,28,21,8,38,49,95,70,36,72.0,28,0,Humanities,1
214,1,1,9,18,18,12,15,27,30,72,59,25,50.0,12,1,Humanities,0
214,2,2,10,21,22,15,18,31,37,86,70,37,74.0,10,1,Humanities,0
214,3,3,11,23,21,14,18,34,35,87,71,36,72.0,12,1,Humanities,0
214,4,4,10,21,28,25,14,31,53,98,74,46,92.0,10,1,Humanities,0
215,1,1,23,4,19,10,15,27,29,71,64,24,48.0,18,1,Arts,1
215,2,2,23,5,20,11,15,28,31,74,77,33,66.0,21,1,Arts,1
215,3,3,24,5,24,13,14,29,37,80,79,32,64.0,19,1,Arts,1
215,4,4,28,8,21,12,14,36,33,83,82,37,74.0,20,1,Arts,1
216,1,1,22,11,20,17,14,33,37,84,67,34,68.0,20,0,Arts,1
216,2,2,24,12,20,17,16,36,37,89,69,44,88.0,20,0,Arts,1
216,3,3,26,12,22,18,18,38,40,96,71,46,92.0,21,0,Arts,1
216,4,4,26,12,23,18,17,38,41,96,78,50,100.0,21,0,Arts,1
217,1,1,15,11,25,13,14,26,38,78,71,24,48.0,16,0,Humanities,0
217,2,2,19,13,26,15,16,32,41,89,67,20,40.0,15,0,Humanities,0
217,3,3,18,12,24,13,18,30,37,85,73,21,42.0,16,0,Humanities,0
217,4,4,19,13,28,16,19,32,44,95,72,20,40.0,13,0,Humanities,0
218,1,1,11,15,17,15,12,26,32,70,58,27,54.0,23,0,STEM,1
218,2,2,12,15,14,12,14,27,26,67,64,29,58.0,17,0,STEM,1
218,3,3,13,18,21,18,15,31,39,85,64,31,62.0,21,0,STEM,1
218,4,4,13,16,20,16,14,29,36,79,63,35,70.0,18,0,STEM,1
219,1,1,14,13,11,13,18,27,24,69,64,22,44.0,25,0,Arts,0
219,2,2,16,14,11,14,18,30,25,73,62,25,50.0,24,0,Arts,0
219,3,3,16,15,20,24,18,31,44,93,64,28,56.0,23,0,Arts,0
219,4,4,21,19,19,23,19,40,42,101,63,30,60.0,24,0,Arts,0
220,1,1,15,13,6,23,12,28,29,69,58,27,54.0,12,0,Humanities,1
220,2,2,16,14,7,28,12,30,35,77,59,36,72.0,10,0,Humanities,1
220,3,3,19,15,7,28,15,34,35,84,65,32,64.0,10,0,Humanities,1
220,4,4,21,18,8,28,13,39,36,88,71,41,82.0,8,0,Humanities,1
221,1,1,10,27,23,9,18,37,32,87,67,21,42.0,20,0,Humanities,0
221,2,2,10,27,28,13,17,37,41,95,75,16,32.0,20,0,Humanities,0
221,3,3,9,22,26,11,16,31,37,84,78,24,48.0,19,0,Humanities,0
221,4,4,8,22,27,11,18,30,38,86,73,18,36.0,23,0,Humanities,0
222,1,1,13,10,27,8,14,23,35,72,66,22,44.0,9,0,Humanities,1
222,2,2,18,14,28,10,16,32,38,86,70,35,70.0,10,0,Humanities,1
222,3,3,16,14,28,15,12,30,43,85,79,35,70.0,8,0,Humanities,1
222,4,4,20,16,28,11,16,36,39,91,74,37,74.0,8,0,Humanities,1
223,1,1,19,12,16,20,15,31,36,82,74,17,34.0,16,0,STEM,0
223,2,2,23,13,16,18,17,36,34,87,64,21,42.0,18,0,STEM,0
223,3,3,22,13,14,17,17,35,31,83,73,31,62.0,10,0,STEM,0
223,4,4,25,15,17,21,22,40,38,100,78,29,58.0,17,0,STEM,0
224,1,1,14,13,9,12,16,27,21,64,80,19,38.0,24,1,Arts,1
224,2,2,16,14,11,15,16,30,26,72,85,27,54.0,25,1,Arts,1
224,3,3,15,14,11,15,15,29,26,70,76,29,58.0,24,1,Arts,1
224,4,4,16,15,13,18,16,31,31,78,86,37,74.0,23,1,Arts,1
225,1,1,20,8,8,25,12,28,33,73,68,22,44.0,17,1,Humanities,0
225,2,2,17,7,8,22,8,24,30,62,62,32,64.0,16,1,Humanities,0
225,3,3,19,8,10,28,13,27,38,78,64,37,74.0,16,1,Humanities,0
225,4,4,21,8,10,28,11,29,38,78,68,40,80.0,15,1,Humanities,0
226,1,1,6,28,10,12,17,34,22,73,78,23,46.0,13,0,Arts,0
226,2,2,6,28,15,18,22,34,33,89,76,33,66.0,11,0,Arts,0
226,3,3,6,28,11,13,16,34,24,74,73,24,48.0,16,0,Arts,0
226,4,4,6,27,10,13,22,33,23,78,72,30,60.0,14,0,Arts,0
227,1,1,22,8,14,14,14,30,28,72,56,19,38.0,17,1,Humanities,1
227,2,2,25,8,19,18,15,33,37,85,59,17,34.0,15,1,Humanities,1
227,3,3,22,8,19,17,14,30,36,80,60,22,44.0,20,1,Humanities,1
227,4,4,24,8,25,24,16,32,49,97,71,28,56.0,16,1,Humanities,1
228,1,1,16,15,7,16,18,31,23,72,63,25,50.0,28,0,Humanities,1
228,2,2,14,13,9,19,19,27,28,74,64,28,56.0,25,0,Humanities,1
228,3,3,16,15,8,16,19,31,24,74,66,30,60.0,24,0,Humanities,1
228,4,4,16,14,8,18,19,30,26,75,65,38,76.0,28,0,Humanities,1
229,1,1,15,9,11,22,16,24,33,73,68,34,68.0,11,0,Humanities,1
229,2,2,19,11,10,21,17,30,31,78,71,40,80.0,8,0,Humanities,1
229,3,3,19,10,10,19,15,29,29,73,73,44,88.0,8,0,Humanities,1
229,4,4,20,11,11,22,17,31,33,81,69,46,92.0,9,0,Humanities,1
230,1,1,17,13,12,11,20,30,23,73,69,28,56.0,14,0,STEM,1
230,2,2,18,14,17,17,20,32,34,86,75,35,70.0,14,0,STEM,1
230,3,3,18,14,18,17,21,32,35,88,78,37,74.0,15,0,STEM,1
230,4,4,18,13,19,18,21,31,37,89,70,41,82.0,10,0,STEM,1
231,1,1,10,19,14,16,14,29,30,73,64,29,58.0,21,0,STEM,0
231,2,2,12,22,15,17,18,34,32,84,68,30,60.0,23,0,STEM,0
231,3,3,11,20,17,19,18,31,36,85,71,34,68.0,28,0,STEM,0
231,4,4,9,17,19,21,18,26,40,84,70,31,62.0,27,0,STEM,0
232,1,1,13,19,11,20,14,32,31,77,72,20,40.0,25,1,STEM,0
232,2,2,11,17,12,24,15,28,36,79,67,17,34.0,28,1,STEM,0
232,3,3,11,15,15,28,13,26,43,82,63,15,30.0,23,1,STEM,0
232,4,4,10,14,14,25,16,24,39,79,74,18,36.0,28,1,STEM,0
233,1,1,14,15,24,10,13,29,34,76,53,17,34.0,15,0,Humanities,1
233,2,2,15,15,27,12,15,30,39,84,52,19,38.0,15,0,Humanities,1
233,3,3,14,15,28,15,17,29,43,89,57,17,34.0,17,0,Humanities,1
233,4,4,16,17,28,21,16,33,49,98,57,18,36.0,16,0,Humanities,1
234,1,1,9,18,4,24,14,27,28,69,60,30,60.0,15,1,STEM,0
234,2,2,9,18,4,25,16,27,29,72,65,34,68.0,16,1,STEM,0
234,3,3,9,17,4,22,14,26,26,66,72,41,82.0,12,1,STEM,0
234,4,4,8,16,5,28,15,24,33,72,70,49,98.0,14,1,STEM,0
235,1,1,14,22,18,8,18,36,26,80,70,24,48.0,26,0,STEM,0
235,2,2,14,20,21,10,18,34,31,83,81,28,56.0,26,0,STEM,0
235,3,3,14,20,19,9,16,34,28,78,83,28,56.0,28,0,STEM,0
235,4,4,12,19,27,12,19,31,39,89,83,26,52.0,27,0,STEM,0
236,1,1,18,12,10,18,8,30,28,66,65,33,66.0,23,1,Humanities,1
236,2,2,18,12,13,23,8,30,36,74,77,42,84.0,22,1,Humanities,1
236,3,3,23,16,14,25,11,39,39,89,73,41,82.0,24,1,Humanities,1
236,4,4,18,12,17,28,14,30,45,89,77,40,80.0,24,1,Humanities,1
237,1,1,16,10,17,17,12,26,34,72,64,17,34.0,21,1,Humanities,1
237,2,2,16,11,16,17,14,27,33,74,66,23,46.0,21,1,Humanities,1
237,3,3,14,9,18,19,12,23,37,72,78,27,54.0,21,1,Humanities,1
237,4,4,16,10,20,20,12,26,40,78,71,41,82.0,20,1,Humanities,1
238,1,1,7,22,14,12,11,29,26,66,67,22,44.0,15,1,Arts,0
238,2,2,9,28,14,11,14,37,25,76,70,24,48.0,15,1,Arts,0
238,3,3,9,27,17,15,13,36,32,81,76,20,40.0,17,1,Arts,0
238,4,4,7,23,18,16,10,30,34,74,72,25,50.0,11,1,Arts,0
239,1,1,12,16,17,17,16,28,34,78,63,12,24.0,20,0,Humanities,0
239,2,2,16,20,16,16,17,36,32,85,72,12,24.0,19,0,Humanities,0
239,3,3,18,23,19,20,20,41,39,100,71,19,38.0,19,0,Humanities,0
239,4,4,17,22,21,23,19,39,44,102,61,21,42.0,13,0,Humanities,0
240,1,1,19,14,15,15,23,33,30,86,62,22,44.0,15,0,Humanities,1
240,2,2,20,15,16,16,22,35,32,89,57,24,48.0,15,0,Humanities,1
240,3,3,20,14,22,23,21,34,45,100,63,22,44.0,16,0,Humanities,1
240,4,4,20,15,20,20,22,35,40,97,66,37,74.0,18,0,Humanities,1
241,1,1,14,12,12,13,13,26,25,64,75,28,56.0,20,0,STEM,1
241,2,2,16,13,13,14,16,29,27,72,71,31,62.0,17,0,STEM,1
241,3,3,17,15,16,18,14,32,34,80,80,35,70.0,25,0,STEM,1
241,4,4,20,16,15,16,15,36,31,82,80,36,72.0,19,0,STEM,1
242,1,1,11,16,17,18,12,27,35,74,73,14,28.0,23,0,Arts,1
242,2,2,11,17,19,20,14,28,39,81,71,30,60.0,25,0,Arts,1
242,3,3,12,19,22,22,18,31,44,93,74,34,68.0,26,0,Arts,1
242,4,4,13,19,21,22,15,32,43,90,66,36,72.0,22,0,Arts,1
243,1,1,17,14,17,11,13,31,28,72,59,31,62.0,22,1,Humanities,1
243,2,2,20,18,21,14,16,38,35,89,70,25,50.0,23,1,Humanities,1
243,3,3,19,16,19,12,12,35,31,78,70,30,60.0,24,1,Humanities,1
243,4,4,19,16,20,13,17,35,33,85,71,25,50.0,19,1,Humanities,1
244,1,1,14,23,19,12,20,37,31,88,57,21,42.0,14,1,Humanities,0
244,2,2,14,25,21,13,17,39,34,90,57,28,56.0,13,1,Humanities,0
244,3,3,16,27,17,11,17,43,28,88,55,32,64.0,15,1,Humanities,0
244,4,4,17,28,19,12,14,45,31,90,65,32,64.0,10,1,Humanities,0
245,1,1,6,14,6,14,13,20,20,53,45,20,40.0,24,1,Humanities,1
245,2,2,7,16,10,24,14,23,34,71,47,31,62.0,26,1,Humanities,1
245,3,3,8,16,12,28,11,24,40,75,41,25,50.0,22,1,Humanities,1
245,4,4,7,16,10,23,11,23,33,67,44,30,60.0,26,1,Humanities,1
246,1,1,20,9,18,8,18,29,26,73,74,14,28.0,22,0,STEM,0
246,2,2,20,9,23,10,18,29,33,80,74,14,28.0,19,0,STEM,0
246,3,3,24,10,24,10,20,34,34,88,73,25,50.0,17,0,STEM,0
246,4,4,22,10,26,11,19,32,37,88,76,27,54.0,17,0,STEM,0
247,1,1,17,10,6,13,17,27,19,63,54,19,38.0,22,1,Arts,1
247,2,2,20,13,8,16,18,33,24,75,63,28,56.0,21,1,Arts,1
247,3,3,19,12,6,12,17,31,18,66,63,33,66.0,21,1,Arts,1
247,4,4,23,15,9,17,19,38,26,83,65,32,64.0,19,1,Arts,1
248,1,1,17,9,16,9,15,26,25,66,57,9,18.0,23,0,STEM,1
248,2,2,20,10,16,9,17,30,25,72,65,7,14.0,21,0,STEM,1
248,3,3,24,13,20,10,17,37,30,84,64,6,12.0,27,0,STEM,1
248,4,4,24,12,24,12,22,36,36,94,59,9,18.0,22,0,STEM,1
249,1,1,14,20,18,13,15,34,31,80,82,21,42.0,12,0,Humanities,0
249,2,2,16,21,21,16,17,37,37,91,72,29,58.0,13,0,Humanities,0
249,3,3,16,22,23,17,15,38,40,93,67,21,42.0,15,0,Humanities,0
249,4,4,15,20,28,21,15,35,49,99,79,26,52.0,15,0,Humanities,0
250,1,1,14,17,8,18,20,31,26,77,62,3,6.0,19,0,Arts,0
250,2,2,15,18,8,18,17,33,26,76,63,15,30.0,16,0,Arts,0
250,3,3,13,15,8,17,19,28,25,72,73,17,34.0,19,0,Arts,0
250,4,4,13,15,9,20,20,28,29,77,74,9,18.0,21,0,Arts,0
251,1,1,9,16,18,9,10,25,27,62,68,32,64.0,19,1,STEM,0
251,2,2,10,17,15,8,9,27,23,59,75,34,68.0,16,1,STEM,0
251,3,3,9,16,20,11,11,25,31,67,72,36,72.0,16,1,STEM,0
251,4,4,13,23,24,13,10,36,37,83,75,47,94.0,14,1,STEM,0
252,1,1,15,18,9,6,18,33,15,66,69,28,56.0,11,1,STEM,0
252,2,2,17,19,14,10,20,36,24,80,79,27,54.0,12,1,STEM,0
252,3,3,17,20,16,12,19,37,28,84,80,34,68.0,14,1,STEM,0
252,4,4,13,15,23,16,18,28,39,85,75,39,78.0,8,1,STEM,0
253,1,1,15,18,16,13,13,33,29,75,70,25,50.0,19,1,STEM,0
253,2,2,19,23,14,12,14,42,26,82,68,32,64.0,19,1,STEM,0
253,3,3,19,23,16,14,13,42,30,85,70,35,70.0,20,1,STEM,0
253,4,4,18,22,17,15,13,40,32,85,74,37,74.0,23,1,STEM,0
254,1,1,17,13,6,9,9,30,15,54,53,31,62.0,28,1,Arts,0
254,2,2,19,14,10,15,9,33,25,67,54,44,88.0,28,1,Arts,0
254,3,3,20,15,12,16,10,35,28,73,67,45,90.0,28,1,Arts,0
254,4,4,23,18,18,26,10,41,44,95,69,43,86.0,28,1,Arts,0
255,1,1,9,14,19,17,17,23,36,76,77,18,36.0,13,0,STEM,0
255,2,2,13,20,20,18,16,33,38,87,71,20,40.0,12,0,STEM,0
255,3,3,12,17,24,21,16,29,45,90,71,20,40.0,9,0,STEM,0
255,4,4,13,20,25,22,18,33,47,98,84,24,48.0,11,0,STEM,0
256,1,1,9,17,11,21,17,26,32,75,63,37,74.0,15,1,Humanities,0
256,2,2,11,20,10,20,16,31,30,77,59,42,84.0,14,1,Humanities,0
256,3,3,11,19,11,23,17,30,34,81,70,42,84.0,18,1,Humanities,0
256,4,4,10,18,11,23,19,28,34,81,70,48,96.0,18,1,Humanities,0
