ID,Trap,Boundary,Scaffold,Iterative,Sovereignty,TII_Total,MAI_Knowledge,MAI_Process,BPNS_Autonomy,BPNS_Competence,BPNS_Relatedness,EAS_Construction,EAS_Evaluation,EAS_Integration,AILST_Operational,AILST_Ethical,AILST_Application,AILST_Total,NFCC_Decisiveness,NFCC_Closedmindedness,Defense,Construction
329,19,19,14,20,12,84,24,22,11,15,18,20,15,23,6.779954309658992,5.571760511924533,3.8624986485777604,5.4,4.049280723080582,5.2173686847596485,0.287,0.423
330,13,12,14,19,17,75,21,17,20,15,19,15,23,17,3.3771427897963484,3.0185338254846235,2.5248051371412155,2.97,4.710619715696048,3.324728236252826,0.269,0.517
331,14,14,18,15,14,75,18,13,22,20,14,12,21,14,4.8854042165763625,4.86615270576851,3.1977322459961677,4.32,3.511472528901927,4.916221509782975,0.861,0.37
332,11,14,21,18,16,80,12,15,21,19,15,18,12,11,2.8480553391154606,2.7241162337693035,3.876004741295948,3.15,3.443436817881912,1.9093564437315405,0.07,0.741
333,14,14,14,10,17,69,19,15,17,19,9,23,21,20,4.966863517985544,3.8826438279920157,4.597114748019265,4.48,2.4568519102357342,2.7483543036729956,0.678,0.784
334,17,15,17,17,18,84,17,17,23,18,14,17,20,10,4.5031865960477635,4.815514666630351,5.758974616199001,5.03,4.128093831606957,2.7969870086828035,0.173,0.763
335,15,15,20,20,17,87,23,21,18,15,19,20,26,11,4.8069638115931665,2.0886969546717373,3.5336698093527588,3.48,3.633865466682139,3.09009111005117,0.345,0.723
336,16,16,15,21,12,80,19,23,14,17,18,16,14,15,3.717888200769215,4.678985473161338,2.855294039029913,3.75,3.5184863555732373,3.857565704373886,0.062,0.205
337,17,15,15,14,15,76,16,30,14,11,18,25,10,23,2.43757903880451,3.0954205427050563,3.417189377365364,2.98,1.8989773309566318,4.151875293282027,0.27,0.338
338,16,11,12,13,14,66,18,13,15,15,16,22,15,18,4.229112174324015,2.6111046639344275,2.9258819992193805,3.26,5.048098775913415,3.0833163555571588,0.768,0.47
339,14,13,18,15,17,77,20,25,16,17,16,29,19,11,1.6852099696358946,5.458469475661374,3.9729004019236367,3.71,2.343039300389234,3.3537337262452187,0.885,0.331
340,13,10,12,10,15,60,15,16,17,14,13,14,22,13,3.165198315120982,2.357207640819782,4.744888922753902,3.42,3.0996713677319496,3.3866584783741653,0.222,0.755
341,16,13,14,16,15,74,15,19,17,15,18,17,20,14,5.021016920059672,2.9356187843599932,2.8571759301868966,3.6,3.9678067234045686,2.470969979959408,0.464,0.329
342,17,14,18,19,11,79,21,24,15,9,17,13,18,14,4.341981622980047,4.402406688554673,3.62074934140062,4.12,2.8960101577330484,3.764152481310361,0.47,0.138
343,18,13,15,11,15,72,21,13,18,14,17,23,10,22,6.1392059223835265,4.130397478233486,2.1867063982006014,4.15,2.274860160420718,3.2842149647779064,0.874,0.399
344,17,13,14,17,16,77,17,22,21,16,13,11,23,11,5.114196251896753,3.880021248545032,3.5590221886540645,4.18,1.6111003604710818,3.149755735392877,0.763,0.98
345,18,14,17,16,12,77,18,21,18,17,7,19,13,25,3.402945925206148,5.35947338084451,3.029590455480995,3.93,4.561599640325124,3.803155747760835,0.513,0.226
346,13,11,16,15,17,72,19,21,12,12,20,13,24,19,3.7007065665372627,4.451112042709749,6.064845992457808,4.74,2.9669681935707186,3.2878666150511595,0.671,0.612
347,16,15,16,19,19,85,12,23,10,21,14,15,18,21,4.2291855502622075,1.6331008764680925,4.432434380452829,3.43,5.966613044879738,2.5353797247880556,0.847,0.433
348,19,16,19,22,25,101,14,36,25,14,12,16,28,16,2.678033305859868,4.041875859905649,3.593341417313115,3.44,1.8569833688217434,3.6348582492155037,0.01,0.071
349,19,13,17,18,16,83,17,16,12,20,18,16,21,17,2.932012876601065,3.4914133491683823,2.0717770724088513,2.83,2.710410618707696,2.105532266044145,0.403,0.488
350,11,14,17,19,14,75,16,17,15,18,14,16,18,7,3.506350773351137,4.898378795774646,3.7903232659697053,4.07,3.2107551109520864,2.7962035023252785,0.907,0.702
351,18,25,23,24,21,111,22,25,16,16,20,21,19,15,3.5495776582336926,1.7227252543589664,5.736371886564963,3.67,3.33796362678996,5.650623462341949,0.74,0.513
352,13,11,11,16,15,66,25,15,10,21,18,17,16,17,3.723111284234426,7.0,4.335875967188458,5.02,3.2103566136561876,2.3544238243417213,0.543,0.872
353,11,14,16,10,9,60,21,17,15,11,18,13,16,20,3.8524000726522862,3.8128187959840876,2.966861192359126,3.54,4.724519131731293,2.699274058149442,0.53,0.289
354,15,21,17,19,17,89,18,32,20,20,10,19,19,11,3.341560806718955,4.492323010583157,5.534526020335332,4.46,2.570756312085435,3.972790672928319,0.348,0.086
355,18,18,16,16,14,82,20,31,14,20,20,23,15,16,5.189098275290532,5.378145680592182,3.1968731573656513,4.59,2.4645944257393557,1.386283847326355,0.521,0.937
356,21,18,23,20,18,100,17,20,9,16,17,21,19,18,5.535115174588337,7.0,5.450258863189439,6.0,1.734042247422096,2.8524015526155977,0.655,0.378
357,20,19,17,19,22,97,21,20,18,22,14,15,19,12,5.145236989149781,5.37926244593177,3.605276128383812,4.71,1.0,4.879152958583976,0.418,0.576
358,18,16,17,19,23,93,19,25,22,15,16,18,10,20,4.074834310423573,5.475180312078715,4.549800694685362,4.7,2.4672390828709276,1.0,0.714,0.792
359,23,16,17,20,21,97,24,19,15,18,8,24,22,17,5.091269422976763,4.597648512316477,3.231875404987852,4.31,2.840539196877292,1.0,0.861,0.324
360,20,15,19,18,19,91,17,25,19,18,17,21,14,18,5.036985399434439,4.0078432116892095,4.43238989822457,4.49,2.7132787938469267,1.4261927943114392,0.155,0.716
361,12,14,15,9,11,61,20,22,14,15,11,15,8,12,4.470220684593053,2.4480968658552635,3.130285571254243,3.35,5.126600451584567,4.816304514420466,0.452,0.135
362,16,20,25,21,19,101,27,16,21,23,10,27,13,13,4.13050699475819,3.549726127564436,4.83478205979724,4.17,4.413185037094181,4.154187885450167,0.408,0.291
363,17,14,19,21,15,86,19,29,17,20,9,15,12,17,4.436022215345236,3.7206314609793605,4.011463681763675,4.06,3.334138252821907,2.900658040652387,0.687,0.145
364,21,13,20,12,21,87,24,30,16,11,20,24,9,18,5.303349304454954,1.7563184472581264,4.141766191239919,3.73,1.4757077346966536,3.4707382636229656,0.25,0.811
365,16,16,18,16,17,83,23,19,22,22,13,21,14,15,3.772226634638245,3.833168564190744,4.135271453151342,3.91,2.947295865179865,4.654570185855208,0.64,0.223
366,18,9,19,16,14,76,18,14,16,11,22,19,26,14,5.69389782915909,1.8564898782660761,2.2059059320753738,3.25,3.179280992393177,5.403972134691294,0.877,0.717
367,15,14,17,15,12,73,20,22,15,20,13,15,14,17,3.5453534334010426,4.033291761697168,4.780823730036687,4.12,3.301725306479032,3.5140348464155777,0.418,0.943
368,17,12,18,16,15,78,20,21,13,21,9,15,18,25,3.859210754173893,3.881751190407852,3.6333190856310225,3.79,3.002364172672723,1.04084779542799,0.911,0.528
369,18,13,18,14,18,81,21,23,17,13,11,22,18,18,3.2294606475711296,3.85158232988198,4.018626194072299,3.7,2.780562867538933,2.243577917939402,0.993,0.54
370,21,20,15,20,21,97,18,36,17,14,20,22,20,24,5.2939074845785825,3.795546549090844,6.74525165924277,5.28,2.762319913898555,2.316710675124923,0.106,0.461
371,14,20,16,19,20,89,18,24,19,12,15,15,19,9,3.111741362961161,7.0,3.623870684868854,4.58,2.622106992244751,2.603420632592359,0.233,0.326
372,16,19,17,19,15,86,22,20,23,16,13,20,14,17,4.286937688555291,5.980535510378372,2.7829439543502943,4.35,3.8306581178777352,3.238262615308787,0.95,0.476
373,11,16,20,18,16,81,24,14,12,16,16,12,25,9,3.2221120198447695,2.6526002088717635,3.005649695928862,2.96,3.882237330222945,4.484639161813398,0.958,0.603
374,20,19,19,23,16,97,26,20,11,20,18,18,29,12,5.043432384153979,5.106204706172226,4.069547282052143,4.74,2.720289296924245,4.646339743140023,0.098,0.986
375,17,18,18,21,21,95,30,23,25,22,20,19,13,14,5.844399546256621,3.817706125427983,5.547936351789541,5.07,4.277687505855523,2.581956873494077,0.015,0.938
376,13,14,17,9,9,62,14,31,13,22,21,15,9,20,4.846150457733973,1.7862319331308014,3.5587434693042947,3.4,3.268768083689846,5.248742325467884,0.161,0.862
377,12,17,13,14,13,69,21,20,13,13,14,11,15,19,1.9543681099231551,2.024541771645665,6.223699284652458,3.4,2.3360745305743245,4.029790452657511,0.996,0.889
378,17,12,18,15,15,77,21,20,20,16,10,16,12,18,6.0904162481024375,4.329769909791934,1.6202487889361112,4.01,3.9883152585553523,3.5006340105727594,0.18,0.468
379,15,15,15,13,15,73,29,21,14,9,14,18,18,9,4.609609598790774,2.7061852790509446,4.577219865949593,3.96,2.892945482122394,4.376058122357622,0.503,0.657
380,17,14,18,21,14,84,16,27,23,14,17,18,17,16,3.2668298097909543,5.753883000571164,3.1787274936748577,4.07,4.021353107546322,3.6208760824703994,0.848,0.895
381,16,12,16,17,13,74,15,33,18,20,12,8,27,18,3.9976807463079482,5.275090409729524,2.956106806930941,4.08,1.6176419218643443,5.797349413251762,0.02,0.393
382,15,14,18,11,18,76,16,17,16,23,12,10,20,17,4.324542087647264,4.976120948280145,3.883215631168525,4.39,4.650921288043888,1.6015611701807164,0.604,0.962
383,12,14,12,13,5,56,7,18,19,10,17,12,16,6,3.3885679675284304,2.496074775044905,1.0840186663938227,2.32,5.129014655650781,4.0198622887929965,0.277,0.416
384,19,17,18,15,17,86,18,29,16,14,15,21,21,14,4.807211188284401,4.382785670424769,6.074845265816462,5.09,2.09365140678738,3.077657460195306,0.862,0.601
385,16,21,20,23,24,104,16,30,24,17,16,9,26,16,4.524433250576405,5.59716398421902,6.5497695569932155,5.56,1.5015494970124683,2.880747115694114,0.283,0.71
386,18,13,18,18,25,92,21,30,23,18,12,17,16,20,3.5271418827131615,3.5991233366094515,5.894676756051242,4.34,4.294781435060403,3.629915501464107,0.687,0.951
387,12,19,20,21,22,94,19,28,25,14,15,19,16,6,4.131240751931654,3.6164920687946487,6.691426131905039,4.81,2.354167179680908,2.6228823895354623,0.674,0.245
388,20,17,20,23,18,98,30,21,24,19,12,27,22,18,2.9968691256381064,6.797655701517403,2.9595973883178006,4.25,2.6153486760319185,1.618384267594224,0.221,0.746
389,16,13,18,18,17,82,24,23,18,15,19,18,22,17,4.137993579412569,4.461248821543181,2.955382846301224,3.85,1.3937699446997058,4.085111383699567,0.035,0.521
390,20,16,16,18,17,87,19,28,15,16,20,19,19,22,5.0844495420120985,4.963125744138612,2.0788315143247216,4.04,3.144694067333677,3.994084784644551,0.409,0.269
391,21,21,22,19,19,102,18,30,20,20,8,23,12,22,5.770516331645555,3.2993429279862467,3.993143869921411,4.35,3.0823531913827042,1.0,0.289,0.777
392,15,5,19,19,14,72,21,16,14,17,12,11,15,19,3.6636008155779316,2.8113050260358134,3.92240555026835,3.47,4.38172826866204,3.541804353018255,0.809,0.552
393,17,14,14,19,17,81,13,26,25,14,10,19,19,13,4.489024400266967,3.6097370734026684,4.438502929197393,4.18,2.186348548993856,1.5560034179970272,0.8,0.661
394,12,14,16,15,16,73,26,27,18,16,13,19,16,6,3.537476772722491,3.6463371644999185,4.294269346848954,3.83,2.1629609827167355,2.6303777572104146,0.457,0.323
395,19,6,16,12,16,69,26,22,16,16,15,20,24,16,3.838364426768517,2.1081306967515054,2.6799297142125473,2.88,3.9650573795457777,2.382777220535676,0.607,0.481
396,16,19,17,21,15,88,17,28,17,15,10,35,14,21,3.386005812777072,4.5526486956659875,4.778359828671092,4.24,4.5605542802027585,4.274921635357893,0.604,0.617
397,19,14,20,18,23,94,13,20,16,17,12,12,21,24,3.1289689653239834,2.1071168078332585,5.733942479769364,3.66,1.5045208943431745,2.657521829071576,0.827,0.405
398,16,15,15,17,13,76,26,22,12,22,11,24,24,20,3.2112859861557297,2.677892467615406,4.321188524807603,3.4,4.803760876257096,2.321384858861311,0.425,0.198
399,18,12,14,18,10,72,20,26,18,17,16,15,28,19,5.022351403081824,5.006059752810773,1.0276297687538851,3.69,4.111631654280637,4.909474459624439,0.275,0.962
400,16,14,13,12,13,68,25,16,13,14,16,17,13,18,5.1756497207028485,4.157564308886925,3.885052220342289,4.41,4.8131690360213195,2.167293473985448,0.265,0.511
401,22,17,19,17,16,91,15,25,13,20,13,20,20,17,5.128501614787892,3.572573523732886,2.910940196016985,3.87,3.48859712705942,3.664584025738355,0.536,0.734
402,17,13,14,16,17,77,17,17,20,14,16,14,20,16,5.166178425019695,2.6758935640261288,3.9210304840617813,3.92,1.1595308744508017,2.362907362851471,0.449,0.411
403,20,18,24,17,19,98,21,24,23,24,13,22,19,26,3.7641115714797646,2.791721163529772,5.269573408186738,3.94,3.151605120339308,2.604639158760967,0.44,0.355
404,19,19,14,12,18,82,21,31,21,17,14,18,15,14,5.2801983327569815,2.9570820313509927,4.618655040161402,4.29,4.347124888190041,3.6212683777501615,0.091,0.407
405,20,16,22,16,8,82,19,23,16,18,22,16,19,26,4.295653870823425,4.7182896936281615,1.7201980568101445,3.58,3.435097461980668,4.761016872083792,0.719,0.409
406,16,17,16,19,13,81,22,23,13,18,21,21,8,15,5.527717814053764,5.449909769298814,3.569283551341899,4.85,3.460377905887981,5.04792667918153,0.214,0.544
407,16,10,16,15,16,73,14,10,12,10,10,16,20,23,3.3896067368154914,3.188645072125995,2.5552864505152124,3.04,3.391772398022474,3.2358665987376813,0.197,0.543
408,11,10,10,8,7,46,16,22,18,9,19,8,13,7,3.090154612408888,1.4877602310063711,3.598881445180847,2.73,1.688864561105925,4.649682743162682,0.413,0.497
409,21,18,17,18,16,90,22,27,16,12,19,17,17,22,5.340863097203734,4.510822885105261,3.9273844737700725,4.59,5.080721016104212,2.866288424604003,0.228,0.135
410,16,13,16,15,12,72,22,32,14,17,11,23,26,13,4.948837297053874,2.786866180149839,4.527686473413726,4.09,3.078442899317407,3.9593426520374564,0.584,0.496
411,15,14,15,11,14,69,22,19,21,22,19,15,11,9,3.386906519663687,2.6512730915571665,3.210384141559239,3.08,4.189969921973091,4.002670523720968,0.371,0.169
412,19,16,21,19,17,92,15,23,20,27,22,23,17,19,4.3668187997143875,5.937728899767458,3.79041336055515,4.7,3.386110667802737,3.1069849688100515,0.449,0.126
413,15,13,14,14,13,69,11,21,17,18,11,13,25,21,2.800958378872952,4.687298890690026,2.772189842228694,3.42,4.964754268396392,1.782680897510479,0.537,0.933
414,17,12,20,17,23,89,26,28,28,20,12,24,14,13,1.0497868929811998,4.248158756485141,6.392493448511765,3.9,3.312064991565199,2.88067282989774,0.204,0.605
415,13,14,15,15,11,68,19,20,12,9,20,20,14,8,4.3514873718517855,2.23595041055645,2.44419073631686,3.01,3.775125973707714,4.261341891084823,0.156,0.659
416,19,14,18,18,14,83,17,22,19,15,17,27,18,18,4.804959674757111,4.441468092976384,4.42199555397709,4.56,2.910789167478183,2.8386176779616115,0.88,0.402
417,15,20,19,17,16,87,26,28,17,14,18,19,22,15,5.33698028036339,5.35971511324712,3.7440916225178484,4.81,4.282178960592477,1.9860699411116625,0.434,0.909
418,16,15,22,20,22,95,20,22,21,16,17,25,20,19,2.1172992266409696,3.975544051630189,3.249437878384413,3.11,1.3155912753431793,4.182644539344805,0.412,0.638
419,13,16,19,16,16,80,23,19,23,17,17,21,12,19,4.045100721403411,5.58646213373241,3.549735826569032,4.39,4.143258400216165,3.83231237903229,0.036,0.769
420,12,18,18,16,17,81,17,25,19,15,10,25,15,14,2.27742963990515,5.514746170531325,3.1122202652507087,3.63,2.4606363180458697,2.9710288455895024,0.498,0.369
421,21,16,17,15,17,86,32,28,20,9,20,15,14,28,5.955322734165641,5.842896195892417,4.36716336360251,5.39,4.610197101007161,2.027077658282483,0.554,0.96
422,12,10,16,12,11,61,26,12,18,19,20,21,15,15,2.3117531871926893,3.7907482405104855,1.9465874431124992,2.68,4.137349798908127,3.02792701375887,0.559,0.82
423,17,18,19,16,17,87,19,24,16,13,15,19,19,15,6.1341232896336635,4.648099748512667,5.290073485576399,5.36,4.054223443465643,4.563429432916704,0.707,0.854
424,16,20,22,14,17,89,24,21,15,19,15,22,18,9,6.096164738124247,5.408616162132643,4.2378644376342764,5.25,3.540325323168544,3.3523127901167276,0.177,0.172
425,8,11,9,11,8,47,18,25,9,21,9,13,7,11,2.670511814066522,3.837733559286446,2.417439380981766,2.98,2.650145569459529,3.6464752887462417,0.252,0.271
426,14,11,16,17,15,73,25,10,10,12,18,19,22,14,2.412720354870693,3.4382094956799487,4.626006553217475,3.49,2.8533418332063265,3.963468316455754,0.811,0.286
427,18,14,15,15,13,75,16,17,23,6,18,16,18,22,4.517923924037252,3.2476075672231874,4.560021443821366,4.11,4.429743146506608,2.8112599711636608,0.947,0.271
428,19,17,20,17,13,86,24,25,12,16,15,22,24,20,3.6500750898547163,4.347165730686198,3.5420000019201074,3.85,3.967406649607748,5.218298065769381,0.136,0.855
429,16,14,15,16,14,75,24,29,15,20,20,24,19,11,4.242711734593906,2.3407160796361577,2.9572576635108794,3.18,4.807280768463076,4.952196968509197,0.498,0.032
430,18,10,12,9,13,62,12,17,15,22,14,19,18,18,2.98147921512719,2.8566743466256748,1.7275001754355164,2.52,4.18372112669174,3.1728749474393707,0.214,0.076
431,18,18,15,17,13,81,15,20,17,11,18,21,20,21,2.76281422662234,5.401354509607255,2.8530279640873477,3.67,2.931302433659557,3.0043518288888085,0.06,0.274
432,19,12,16,18,23,88,11,30,24,18,11,16,24,25,1.3468790299077447,1.4894048738438541,4.847482914061627,2.56,2.21309874220156,1.0,0.326,0.2
433,19,16,17,23,17,92,20,14,21,15,15,15,23,22,4.686301035910366,6.705458108797298,4.442846953733424,5.28,3.559458017459916,1.6688688088311863,0.144,0.232
434,19,15,20,15,22,91,24,9,18,17,15,25,16,21,3.6583151293253047,5.177745394634761,4.936629432231213,4.59,1.0,1.255669992888031,0.71,0.798
435,18,15,15,14,11,73,27,24,14,26,16,21,26,18,3.667716553357427,3.1061486671570604,3.889859868431776,3.55,5.519735117779165,4.022876430633556,0.534,0.563
436,17,6,12,11,13,59,20,12,17,9,14,21,18,19,3.6787120551517085,3.955682008337564,2.9286202602118463,3.52,4.218892000557156,3.3187796619975165,0.144,0.006
437,25,15,16,14,16,86,32,15,16,17,15,15,19,27,5.584579521639164,3.674914930478721,4.080751882892128,4.45,4.674534560730017,1.922704947837564,0.009,0.429
438,10,11,16,12,14,63,10,22,22,18,19,17,9,7,3.3677924596385913,4.9269569451370785,4.9800336227248225,4.42,2.282659453990691,3.2534474158355002,0.808,0.408
439,17,19,24,25,15,100,12,26,18,23,14,17,17,15,4.5150285861630035,6.282821658503299,4.301082757295661,5.03,4.77798072623399,3.9589436773463254,0.176,0.114
440,16,19,19,18,19,91,19,21,21,18,9,18,20,13,5.448452710373639,2.4615074292545973,4.654623273168685,4.19,5.330546029759333,3.53358257709115,0.606,0.676
441,12,10,15,11,8,56,19,10,15,17,22,21,15,16,2.0110105969753627,4.009585686204184,1.978421777448386,2.67,3.044617376784833,2.243902345725554,0.337,0.702
442,15,16,19,19,12,81,19,27,19,16,21,18,16,22,4.682380567502879,4.0567539604710054,2.7153484023202124,3.82,4.607679239843395,3.6367880697073875,0.585,0.721
443,20,16,20,22,18,96,11,26,19,19,10,24,21,16,5.047352616125998,4.794189604538424,3.644394638570996,4.5,3.378966773712179,1.6588150429839916,0.316,0.728
444,19,11,15,18,15,78,20,18,12,14,18,16,25,7,4.425600181156145,3.2870489997840813,3.387732357293471,3.7,2.2283058878906763,4.371051734469679,0.087,0.0
445,17,17,17,17,16,84,14,33,19,19,13,20,21,15,2.437218368646193,6.201943189949903,4.921553079046258,4.52,4.003381444201634,4.136618567247707,0.223,0.954
446,8,16,15,10,14,63,18,16,14,14,17,12,9,16,3.589341198955047,4.438255451007247,3.5255586714256983,3.85,4.48970334135503,2.612126256147237,0.188,0.814
447,21,18,14,14,17,84,24,15,16,17,17,16,16,21,3.765243492815377,2.7621131697429195,2.9356557552210787,3.15,2.9158281267688846,2.412774610008519,0.428,0.904
448,12,15,17,12,14,70,13,17,18,16,15,6,11,16,4.392676718752769,1.7759100211417165,5.584409855184251,3.92,4.793500831477356,3.0662035131392718,0.658,0.016
449,12,12,21,19,14,78,15,19,20,22,12,21,17,13,4.356972528534973,3.8355384391268177,4.086143280909699,4.09,2.2038933368939437,1.2036450354128,0.264,0.934
450,14,14,16,15,19,78,13,22,19,16,13,11,15,9,5.790635314406759,4.3325785933207515,3.2611566863087913,4.46,1.9240411396565533,3.3341039104640755,0.012,0.81
451,18,19,13,17,14,81,20,23,17,8,12,21,16,20,4.3436446004953195,4.3491941290412885,3.297994270781117,4.0,3.852507641916575,3.2620967712227897,0.519,0.837
452,11,20,20,14,13,78,21,27,22,22,12,24,11,10,4.493599225912588,5.210733459566648,3.6775131168434005,4.46,3.838258543579544,4.666589692598456,0.606,0.093
453,15,15,15,17,14,76,14,14,17,12,15,19,17,26,5.558188858526161,5.024610789074776,5.5186348769446125,5.37,3.0725474020368493,2.4037993294957474,0.963,0.739
454,16,10,16,12,12,66,22,26,24,14,13,24,13,19,3.8468043864239703,4.6069851917530595,2.2240513397538364,3.56,4.642594568117398,3.1264665408038006,0.589,0.96
455,16,15,15,14,15,75,17,21,19,13,18,13,6,14,5.6891742718118685,4.072644666723658,4.957222241621573,4.91,4.125550017708321,1.867313045291785,0.471,0.679
456,21,19,17,19,20,96,18,31,13,22,21,26,28,16,5.213731535100169,2.602413690587798,6.3569248087151164,4.72,3.987614378082721,1.8285164527981894,0.573,0.571
457,21,16,25,21,19,102,21,24,21,11,13,29,25,19,3.149951582725204,4.324295900741987,4.066350191337806,3.85,3.1779620820350187,1.7559686147783615,0.928,0.946
458,11,17,19,18,16,81,12,25,18,29,16,19,17,13,3.10738555709956,5.484231484292184,3.852657994085873,4.15,4.103664694654694,4.35684455769427,0.828,0.443
459,13,13,15,15,7,63,15,23,17,20,17,22,17,20,2.253531126383982,3.735413807610447,1.3367177816662887,2.44,3.9321619589508168,3.605134230154371,0.323,0.599
460,16,14,16,18,13,77,14,23,18,17,17,13,13,17,4.863964958770875,4.799863361365808,3.352299020877405,4.34,5.692631964354762,3.787047309289682,0.237,0.476
461,13,10,13,14,15,65,27,21,16,15,16,12,24,11,4.8371594977299655,3.279411090614201,3.9095862637592984,4.01,2.89739060664658,3.0377101718250703,0.263,0.933
462,12,10,8,9,11,50,17,25,10,14,18,9,22,23,5.57076681039287,1.7673938231054653,3.8605991900074477,3.73,5.914533111797576,2.5625277075874067,0.504,0.076
463,17,18,15,20,13,83,16,25,15,18,17,15,20,17,5.676373733582161,4.285524583141862,4.6906631911890795,4.88,3.846945788096421,3.4829748316030202,0.744,0.501
464,18,16,13,14,12,73,21,26,12,17,11,11,21,21,5.725655921140448,4.050764572904977,2.596513016988693,4.12,2.644993260094501,4.392994210418404,0.503,0.687
465,17,13,15,20,16,81,19,19,15,18,19,22,20,14,3.332123614154558,3.6314501855928567,2.104432034726347,3.02,4.803476255515946,2.06573579003589,0.068,0.792
466,14,12,15,13,16,70,17,27,19,16,19,16,10,17,2.5393334884377836,3.2537651615468697,4.117785703549755,3.3,3.6678896579858957,4.162574832085956,0.724,0.583
467,16,18,18,16,20,88,22,20,25,16,12,21,15,18,5.684116539274306,2.7720996947162995,5.212744742489792,4.56,3.98120136073963,1.9892146183952653,0.806,0.909
468,15,16,17,15,14,77,22,32,17,16,16,16,17,7,4.8983527704064445,5.173900517859278,4.013157044927439,4.7,4.846468446563039,3.0436255863109642,0.289,0.942
469,18,16,15,15,13,77,18,22,11,15,18,9,15,27,4.553916297762638,3.4369296570093835,3.2248276372761024,3.74,4.124007145824741,4.209672339525726,0.664,0.064
470,17,13,15,14,14,73,17,12,18,20,15,18,15,23,4.406155126332902,5.456003801810783,3.884181934825645,4.58,3.186211054129413,2.856018614173062,0.427,0.402
471,9,16,17,15,14,71,14,23,20,19,20,10,16,11,4.79344045281999,5.677044269938726,5.322949024188494,5.26,4.619619031831933,3.584823979535298,0.889,0.023
472,15,15,21,18,14,83,8,17,14,7,25,21,18,11,5.707121669570792,4.082152881616881,4.150047529398212,4.65,3.7283223542559205,3.2185913277300484,0.845,0.329
473,23,16,18,14,22,93,16,27,20,19,12,13,16,22,5.872370659647121,2.431997243662965,4.907432307467144,4.4,3.6552767884837745,2.7827456462521614,0.525,0.537
474,11,10,14,10,15,60,23,14,17,16,10,25,9,14,4.121747719968516,1.0,3.429952120029052,2.85,1.6712929504854455,1.0,0.692,0.911
475,17,12,18,18,17,82,28,16,15,17,17,23,15,19,4.762274419729678,2.3730845722541734,4.15636474251258,3.76,3.8739981636945737,1.306965925261916,0.883,0.847
476,12,13,15,9,16,65,16,9,19,14,18,17,8,15,4.546812473414558,1.34470329469475,5.833084752194584,3.91,2.9690031375585915,3.961771020375706,0.496,0.127
477,21,18,18,20,20,97,25,21,19,21,15,25,24,21,4.228316914559924,6.130757217195336,4.719422844957176,5.03,4.714551310900065,3.9509306363287346,0.313,0.093
478,17,16,17,19,19,88,21,8,20,20,21,15,10,24,5.2745948595905325,4.451712760982659,4.69625762365756,4.81,3.8601523582002786,2.0382284098435237,0.754,0.589
479,22,20,25,18,23,108,35,16,18,16,10,27,23,22,3.4978009622546127,4.660426768786269,4.98704485596296,4.38,3.1601281075328838,2.282355642057804,0.22,0.532
480,22,18,17,17,23,97,28,28,19,18,18,19,24,15,5.91039677943222,1.3258970351074897,6.623005097105722,4.62,3.3854322730660598,2.8424640224980293,0.389,0.266
481,15,18,16,19,17,85,18,28,20,12,13,19,18,22,3.4141197085969806,2.8374978476564117,6.3596748668615675,4.2,2.5526073902146504,3.9298956479884377,0.866,0.899
482,17,9,15,13,12,66,15,19,14,10,22,22,6,24,3.681994021985127,4.633304211860514,3.8366598964855227,4.05,5.386436416376186,1.662064521335283,0.724,0.927
483,12,19,15,14,11,71,9,19,21,13,23,20,15,29,3.9548517549886935,4.023398011515255,3.2637802287111364,3.75,5.810382184327227,2.9611551249702956,0.404,0.403
484,18,15,15,17,13,78,21,21,14,19,12,18,18,12,4.896172279616224,3.8731939098943298,3.600847906922249,4.12,4.174249156731065,3.3121823872395555,0.215,0.89
485,14,17,14,12,10,67,15,23,15,19,13,9,11,16,4.549811316387046,4.109709891677511,1.0,3.22,5.531242224512458,4.725533773553469,0.356,0.384
486,14,17,13,18,16,78,11,16,20,17,19,11,16,6,2.81691643330827,6.191586409538429,4.910674616030453,4.64,3.0324823171872186,5.918872193149374,0.284,0.737
487,17,12,16,12,16,73,17,27,12,19,14,17,22,19,4.290308294999719,3.144117202907255,4.2785692552855785,3.9,2.8240786713382393,3.08433565716595,0.176,0.476
488,19,15,20,17,14,85,16,26,10,20,15,21,21,15,3.6401482575158837,4.139293100544899,4.19826658302046,3.99,3.7650446705552643,2.0829966793238075,0.743,0.123
489,13,15,11,11,13,63,26,20,10,12,16,9,10,24,5.260061646276658,3.524672241524577,2.8267370531927276,3.87,4.212670299897148,4.076165772341466,0.252,0.928
490,16,18,18,13,17,82,23,24,22,18,8,30,8,13,4.741797288533703,6.482488452514172,3.9343416309042554,5.05,3.1051933135483134,4.582564580117353,0.454,0.454
491,18,15,22,20,19,94,20,22,17,21,15,29,18,10,4.720790074981588,1.8576587179987434,4.291502715129114,3.62,3.782154442644232,3.09711171980486,0.386,0.734
492,13,11,14,14,15,67,25,7,26,18,13,19,15,13,2.6072519572211315,4.510502674757654,5.004380224060005,4.04,3.920309958520587,2.4909742383135614,0.982,0.367
493,12,15,19,16,14,76,18,20,14,22,14,20,19,6,3.6274788175393686,3.7853354811111437,3.3632642666186663,3.59,2.814989665217108,4.541736709301899,0.391,0.019
